SK_ID_CURR,CODE_GENDER,AMT_ANNUITY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_MODE,LIVINGAREA_MODE,TOTALAREA_MODE,DEF_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,CREDIT_TO_ANNUITY_RATIO,CREDIT_TO_GOODS_RATIO,ANNUITY_TO_INCOME_RATIO,INCOME_TO_BIRTH_RATIO,NAME_EDUCATION_TYPE_Highereducation,NAME_FAMILY_STATUS_Married,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_AMT_CREDIT_SUM_MAX,BURO_AMT_CREDIT_SUM_DEBT_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,BURO_STATUS_0_MEAN_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_AMT_CREDIT_SUM_MEAN,ACTIVE_AMT_CREDIT_SUM_SUM,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,ACTIVE_MONTHS_BALANCE_SIZE_MEAN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_ENDDATE_MAX,CLOSED_DAYS_CREDIT_UPDATE_MEAN,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MEAN,CLOSED_AMT_CREDIT_SUM_SUM,PREV_AMT_ANNUITY_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_AMT_GOODS_PRICE_MIN,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_CNT_PAYMENT_SUM,PREV_NAME_YIELD_GROUP_low_action_MEAN,APPROVED_AMT_ANNUITY_MAX,APPROVED_APP_CREDIT_PERC_MIN,APPROVED_APP_CREDIT_PERC_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_AMT_GOODS_PRICE_MAX,APPROVED_DAYS_DECISION_MAX,APPROVED_CNT_PAYMENT_MEAN,REFUSED_AMT_CREDIT_MIN,REFUSED_APP_CREDIT_PERC_MIN,REFUSED_DAYS_DECISION_MAX,POS_MONTHS_BALANCE_MEAN,POS_SK_DPD_DEF_MEAN,POS_COUNT,INSTAL_DPD_MEAN,INSTAL_DBD_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MEAN,INSTAL_PAYMENT_PERC_SUM,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_AMT_INSTALMENT_MAX,INSTAL_AMT_INSTALMENT_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INSTAL_DAYS_ENTRY_PAYMENT_SUM,CC_AMT_BALANCE_MEAN,CC_AMT_PAYMENT_CURRENT_SUM,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_VAR,PROBA,PREDICTION
119155,1,40504.5,0.025164001,-12704,-3220.0,-755.0,-1899,,2,0.705641687,0.414967656,0.083364196,0.979099989,0.055799998,0.044500001,0.0,-1629.0,37.91067505,1.118800044,0.238835678,-13.34945679,0,1,-471.0,-437.0,112500.0,44826.75,0.666666687,0.0,0.0,,-471.0,-288.0,621.0,-236.0,0.0,60770.25,121540.5,0.0,,-2372.0,,-1644.0,-755.0,76734.0,112500.0,112500.0,2250.0,1.0,26955.0,17.0,-1629.0,-14.0,472.0,0.13636364,53255.60938,0.709063411,1.0,0.0,1800000.0,-125.0,26.66666603,47970.0,0.0,-14.0,-29.17105293,0.0,76.0,0.012048192,8.662651062,719.0,1.638427377,135.9894714,0.0,-20878.9753,-1732954.95,1499829.875,36611.28906,3038737.0,50.13000107,-16.0,-66031.0,186842.6406,28020.15039,0.75,12.5,85.66666412,0.857803379123563,1
312391,1,31810.5,0.02461,-19479,-1559.0,-4415.0,-3019,,2,,0.638295591,0.456109732,,,,0.0,-1045.0,16.79332352,1.079200029,0.282759994,-5.775450706,0,1,-532.0,5722.399902,900000.0,0.0,0.200000003,0.0,0.0,,-532.0,31192.0,31192.0,-250.0,,0.0,0.0,0.0,,-532.0,178546.0,564.0,-748.0,0.0,444747.375,1778989.5,2250.0,1.0,117783.0,19.0,-335.0,-296.0,52.0,0.200000003,9080.415039,0.0,1.0,0.0,135000.0,-317.0,11.33333302,45000.0,0.0,-296.0,-6.5,0.0,10.0,0.0,18.20000076,182.0,1.0,10.0,0.0,0.0,0.0,9080.415039,9080.415039,90804.14844,9080.415039,-48.0,-1852.0,0.0,,,0.0,0.0,0.14849110517552946,0
427564,1,23692.5,0.026392,-12543,-726.0,-2094.0,-2477,,2,,0.732901394,0.643025577,0.992999971,0.120300002,0.090800002,0.0,-862.0,18.99335289,1.0,0.095727272,-19.73212242,1,1,-1653.0,4134.888672,8100000.0,0.0,0.111111112,0.0,0.111111112,,-1653.0,-971.0,-971.0,-620.0,0.0,0.0,0.0,0.0,,-1653.0,63010.23828,31172.0,-1328.142822,7159.5,349807.4375,2448652.0,14597.37012,1.0,81886.5,14.0,-862.0,-637.0,20.0,0.333333343,29526.75,1.0,1.0,0.0,268425.0,-637.0,6.666666508,,,,-21.46153831,0.0,13.0,0.0,9.399999619,94.0,1.0,10.0,0.0,0.0,0.0,169602.75,37490.71484,374907.1563,14597.37012,-509.0,-6664.0,,,,,,0.05322001382143875,0
411636,1,45954.0,0.026392,-19129,-5198.0,-4560.0,-2636,,2,,0.756240964,0.747663379,0.993499994,0.094599999,0.128999993,0.0,-2459.0,19.58480263,1.0,0.680800021,-3.528673649,0,1,-2576.0,1523.0,450000.0,0.0,0.333333343,0.0,0.0,0.243137255,-2576.0,4527.0,4527.0,-290.0,,0.0,0.0,,85.0,-2576.0,,-1481.0,-1394.0,17230.5,450000.0,450000.0,10257.03027,1.111111164,170100.0,13.0,-2459.0,-2459.0,24.0,0.0,10257.03027,1.111111164,1.111111164,17010.0,170100.0,-2459.0,24.0,,,,-68.5,0.0,24.0,0.0,3.916666746,94.0,1.0,24.0,0.0,0.0,0.0,10257.03027,10242.8457,245828.2969,9916.605469,-1746.0,-50086.0,,,,,,0.03390784468622944,0
345466,1,49621.5,0.00496,-12993,-4379.0,-916.0,-2364,,2,,0.648076355,0.130947158,,,,0.0,-436.0,13.70599461,1.171596885,0.196910709,-19.39505959,0,1,-489.0,-20.39999962,450000.0,158807.25,0.5,0.0,0.0,0.611237407,-546.0,735.0,1149.0,-20.0,0.0,358500.0,1075500.0,0.0,28.0,-489.0,320542.3438,-215.0,-679.666687,0.0,109728.0,329184.0,12994.96484,0.984430373,183802.5,11.0,-436.0,-436.0,18.0,0.0,12994.96484,0.984430373,0.984430373,18382.5,183802.5,-436.0,18.0,,,,-7.5,0.0,14.0,4.294117451,7.235294342,123.0,0.823472798,13.99903774,13078.34961,2309.317941,39258.405,13125.46484,13056.37695,221958.4063,47.11500168,-22.0,-3198.0,,,,,,0.6206833544444117,1
141145,1,19314.0,0.009657,-23261,,-10660.0,-4000,,2,,0.738129377,,0.985599995,0.402799994,0.459100008,0.0,-480.0,31.84785652,1.158398271,0.126235291,-6.577533245,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2186.86499,1.111111164,32355.0,16.0,-2636.0,-313.0,96.0,0.0,21683.16016,0.938086331,1.111111164,3235.5,612000.0,-355.0,32.0,0.0,,-313.0,-47.04878235,0.682926834,41.0,1.727272749,6.886363506,303.0,1.404637694,61.80405807,11250.0,-9920.625341,-436507.515,428316.8438,18811.50781,827706.375,55.61999893,-32.0,-63757.0,,,,,,0.18952218261293297,0
238344,1,26217.0,0.022624999,-16134,-1126.0,-61.0,-4461,,2,,0.658064127,0.549596488,,,,0.0,-2541.0,30.84449005,1.197999954,0.194199994,-8.367423058,0,1,-147.0,2769.875,739417.5,97158.9375,0.375,0.0,0.0,,-147.0,730.0,27486.0,-47.0,,298972.5,896917.5,0.0,,-436.0,945194.3125,-208.0,-1543.400024,0.0,189598.7656,947993.875,3047.804932,1.050613046,18121.5,12.0,-2756.0,-2541.0,15.0,0.0,6715.935059,0.938044608,1.050613046,1813.5,39721.5,-2541.0,7.5,,,,-83.52941132,0.0,17.0,0.0,4.199999809,63.0,1.0,15.0,0.0,0.0,0.0,6715.935059,5002.344238,75035.15625,3036.51001,-2307.0,-37748.0,,,,,,0.6321030681799314,1
316855,1,16164.0,0.01452,-22708,,-401.0,-4396,,2,0.667207897,0.365376115,0.652896523,0.996500015,0.096500002,0.087499999,0.0,-371.0,27.83964348,1.0,0.1796,-3.963361025,0,0,-2444.0,-1532.0,112500.0,0.0,0.5,0.0,0.0,0.42592594,-2444.0,-1337.0,-1337.0,-1115.0,,0.0,0.0,0.0,81.0,-2457.0,,-1727.0,-1116.0,,112500.0,112500.0,2250.0,,45000.0,11.0,-371.0,-11.0,66.0,0.0,24045.75,0.949828386,1.0,0.0,675000.0,-243.0,22.0,,,,-6.642857075,0.0,14.0,0.0,11.64285755,163.0,2.069589853,28.97425842,0.0,-27321.42857,-382500.0,358454.25,36962.05859,517468.8125,9408.554688,-12.0,-2645.0,0.0,,,0.0,0.0,0.060229614236916,0
248607,1,51543.0,0.009334,-16359,-1054.0,-639.0,-4083,,2,,0.537026882,0.5726825,0.973699987,0.0044,0.0052,0.0,-1251.0,19.53553391,1.118800044,0.327257156,-9.627727509,1,1,-273.0,523.875,1125000.0,0.0,0.125,0.0,0.0,0.269191921,-2722.0,8827.0,8827.0,-350.0,28332.0,135000.0,135000.0,,90.0,-273.0,1270443.625,-90.0,-790.0,6536.25,549359.25,3845514.75,7794.85498,1.0,35410.5,19.0,-1251.0,-126.0,82.0,0.166666672,53419.5,0.857871115,1.0,0.0,2025000.0,-682.0,20.5,,,,-26.23999977,0.0,25.0,0.0,8.545454979,188.0,1.0,22.0,0.0,0.0,0.0,41569.10938,25706.62891,565545.8125,7768.575195,-388.0,-17438.0,,,,,,0.14641468023603946,0
392213,1,43429.5,0.018634001,-22401,,-7545.0,-4610,,2,0.83953917,0.623488903,0.535276234,,,,0.0,-2206.0,23.53289795,1.118798018,0.241274998,-8.035355568,1,0,-66.0,2506.699951,675000.0,58146.111,0.400000006,0.0,0.0,0.07472378,-66.0,411.0,30941.0,-48.75,,213750.0,1710000.0,37760.68286,12.75,-549.0,97034.60938,1277.0,-314.3333435,,187251.75,2247021.0,2250.0,1.033733845,45000.0,18.0,-2206.0,-28.0,276.0,0.083333336,43414.19922,0.0,1.033733845,7695.0,1354500.0,-444.0,33.0,47970.0,0.938086331,-28.0,-26.39705849,0.0,68.0,0.0,8.756097794,1077.0,1.66835022,205.207077,0.0,-19087.38037,-2347747.785,839066.125,41767.94531,5137457.0,20.47500038,-34.0,-98722.0,5715.195801,56454.66016,0.021739131,0.020833334,0.020833334,0.1034559945462085,0
319091,1,9000.0,0.02461,-10194,-689.0,-4165.0,-2721,,2,,0.687666059,0.729566693,0.987600029,0.158700004,0.147799999,0.0,-290.0,20.0,1.0,0.06666667,-13.24308395,0,0,-638.0,,54699.30078,0.0,0.0,0.0,0.0,,,,,,,,,,,-638.0,,,-275.0,0.0,54699.30078,54699.30078,8786.790039,0.919089735,68701.5,18.0,-290.0,-290.0,10.0,0.0,8786.790039,0.919089735,0.919089735,0.0,68701.5,-290.0,10.0,,,,-5.5,0.0,8.0,0.0,15.75,126.0,1.0,8.0,0.0,0.0,0.0,8786.790039,8786.790039,70294.32031,8786.790039,-62.0,-1358.0,,,,,,0.07910527910253991,0
330418,1,26046.0,0.016612001,-16389,-1465.0,-10247.0,-4055,,2,0.40685001,0.430854231,0.345784813,0.9727,0.165000007,0.206400007,0.0,-244.0,20.68279266,1.11880374,0.165371433,-9.610104561,0,0,-23.0,2885.5,135000.0,15987.04,0.333333343,0.222222224,0.0,,-1235.0,-615.0,31010.0,-14.0,,57450.0,172350.0,5000.88,,-23.0,2065396.625,-125.0,-476.5,,34473.0,206838.0,2250.0,1.0,45000.0,13.0,-244.0,-244.0,12.0,0.5,9438.839844,1.0,1.0,0.0,103311.0,-244.0,6.0,,,,-5.0,0.0,7.0,0.0,6.900000095,207.0,1.070214391,32.10643387,0.0,-750.0,-22500.0,46886.76172,8808.085938,264242.5625,87.83999634,-7.0,-3791.0,0.0,134725.9531,0.0,3.571428537,1.952380896,0.14580120816426173,0
305802,0,36459.0,0.030755,-14426,-4917.0,-79.0,-4076,,2,,0.566981792,0.691021204,,,,0.0,0.0,20.7134037,1.118800044,0.202549994,-12.47747135,0,1,-63.0,-1097.333374,234000.0,72082.5,0.333333343,0.0,0.0,0.686567187,-63.0,302.0,302.0,-26.0,,234000.0,234000.0,0.0,3.0,-2013.0,0.5,-1797.0,-1787.5,11064.05957,70146.0,140292.0,,,,,,,,,,,,,,,,,,,,,,0.054545455,1.663636327,183.0,1.0,110.0,0.0,0.0,0.0,12015.0,1602.253174,176247.8594,60.70500183,-16.0,-174911.0,14860.08887,176096.875,0.114583336,0.114583336,0.334100872,0.8026503818708961,1
433444,1,10125.0,0.019688999,-19739,-2722.0,-9087.0,-3284,,2,,0.696390152,,,,,4.0,-656.0,20.0,1.0,0.140625,-3.647601128,0,1,-1093.0,-728.0,424300.5,0.0,0.0,0.0,0.0,,,,,,,,,,,-1093.0,267180.5,-362.0,-742.0,0.0,324650.25,649300.5,15224.21973,1.111111164,148500.0,16.0,-656.0,-261.0,24.0,0.0,15777.80957,1.0,1.111111164,17100.0,171000.0,-261.0,12.0,,,,-12.0,0.0,21.0,0.0,20.36842155,387.0,1.106823087,21.02963829,0.0,-1752.877895,-33304.68,18080.46094,15690.98145,298128.6563,15224.21973,-29.0,-6257.0,,,,,,0.05970495806616485,0
258740,1,19980.0,0.030755,-19779,-12532.0,-4549.0,-3308,,2,,0.743416011,0.417099655,0.982599974,0.082999997,0.062700003,1.0,-454.0,10.19819832,1.131999969,0.123333335,-8.190505028,1,0,-26.0,279.0,58455.0,58455.0,1.0,0.0,0.0,,-26.0,279.0,279.0,-26.0,0.0,58455.0,58455.0,0.0,,,,,,,,,12596.71484,1.0,134955.0,18.0,-454.0,-454.0,12.0,0.0,12596.71484,1.0,1.0,0.0,134955.0,-454.0,12.0,,,,-9.5,0.0,12.0,0.0,33.70000076,337.0,1.0,10.0,0.0,0.0,0.0,37127.07031,15049.75098,150497.5,12596.71484,-165.0,-3127.0,,,,,,0.023448531679341987,0
264499,1,16875.0,0.010147,-12455,-143.0,-6238.0,-4184,,2,0.555386186,0.698070467,,,,,0.0,-447.0,20.0,1.0,0.150000006,-9.032517433,0,0,-1037.0,-1186.5,80736.47656,0.0,0.25,0.0,0.0,,-1461.0,-751.0,-751.0,-640.0,0.0,4500.0,4500.0,0.0,,-1037.0,403400.3438,-824.0,-1359.333374,0.0,60602.96875,181808.9063,4500.0,1.0,90000.0,13.0,-447.0,-447.0,24.0,0.5,8345.610352,0.898434639,0.898434639,0.0,165555.0,-447.0,24.0,90000.0,1.0,-447.0,-7.5,0.0,14.0,0.0,8.357142448,117.0,1.0,14.0,0.0,0.0,0.0,8345.610352,8345.610352,116838.5391,8345.610352,-31.0,-3211.0,,,,,,0.13530626081143002,0
398052,1,9000.0,0.015221,-12801,-1311.0,-515.0,-82,,2,,0.015431459,,,,,0.0,-324.0,20.0,1.0,0.13333334,-5.273025513,0,1,-389.0,347.0,225000.0,132412.905,1.0,1.0,0.0,,-389.0,347.0,347.0,-18.0,0.0,225000.0,225000.0,0.0,,,,,,,,,2181.23999,1.130862594,24304.5,14.0,-324.0,-324.0,12.0,0.0,2181.23999,1.130862594,1.130862594,4864.5,24304.5,-324.0,12.0,,,,-9.0,0.0,5.0,0.0,13.25,53.0,1.0,4.0,0.0,0.0,0.0,15778.88965,5580.652344,22322.60938,2181.23999,-203.0,-1045.0,,,,,,0.868484598527089,1
299741,1,24660.0,0.035792001,-14004,-617.0,-6718.0,-5397,,2,0.300458223,0.616714835,0.570916533,0.979600012,0.0199,0.015,0.0,-1683.0,23.47846794,1.118800044,0.136999995,-12.8534708,0,0,-41.0,-738.5714111,180000.0,21888.06,0.333333343,0.0,0.0,,-41.0,37.0,440.0,-216.6666718,0.0,82950.3125,248850.9375,1505.25,,-878.0,77545.07031,-513.0,-765.166687,6377.197266,104223.0,625338.0,2032.380005,1.111289859,22377.59961,17.0,-2455.0,-210.0,36.0,0.25,10020.01465,0.909928322,1.111289859,2925.0,98239.5,-210.0,9.0,,,,-49.78181839,0.0,55.0,20.20000076,20.5,615.0,0.966666639,29.0,5506.02002,183.537,5506.11,10020.01465,7204.081543,216122.4375,0.090000004,-107.0,-37938.0,,,,,,0.6515327183074086,1
396800,1,23130.0,0.006629,-8714,-1112.0,-4862.0,-1390,,2,0.533216894,0.228000686,,,,,0.0,-415.0,9.470039368,1.131999969,0.171333328,-15.49231148,0,1,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,,130455.0,11.0,-415.0,-296.0,10.0,0.0,14194.70996,1.0,1.148892283,26091.0,180000.0,-296.0,5.0,,,,-10.5,0.0,8.0,0.0,4.583333492,110.0,1.0,24.0,0.0,0.0,0.0,97057.4375,15784.91211,378837.9063,25.78499985,-36.0,-4685.0,191048.7656,225900.0,0.888888896,14.0,234.0,0.16564898319297192,0
116595,1,9076.5,0.018029001,-13083,-4955.0,-207.0,-3763,,2,0.732576311,0.076699175,,0.987100005,0.043400001,0.039099999,0.0,-1519.0,14.16658401,1.098999977,0.134466663,-5.159367085,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,1.0,45000.0,9.0,-1070.0,-322.0,34.0,0.0,9590.985352,0.755973339,1.0,0.0,140242.5,-322.0,11.33333302,,,,-18.0,0.0,35.0,0.0,7.588235378,258.0,1.0,34.0,0.0,0.0,0.0,9590.985352,9294.59668,316016.2813,8612.370117,-35.0,-18474.0,0.0,,,0.0,0.0,0.15225746764470707,0
254168,0,19246.5,0.046220001,-8347,-455.0,-8315.0,-1022,,1,0.086142831,0.656241238,0.294083089,0.976700008,0.218099996,0.164700001,0.0,-694.0,11.57446766,1.237599969,0.101833336,-22.64286613,0,0,-248.0,5748.200195,324000.0,89778.735,0.800000012,0.0,0.0,0.786666691,-248.0,26.0,27304.0,-22.25,0.0,160299.0,641196.0,742.275,9.25,-550.0,,-184.0,-182.0,,49455.0,49455.0,7951.049805,1.122108698,76896.0,20.0,-694.0,-550.0,48.0,0.0,15719.49023,1.122108698,1.122108698,27900.0,143865.0,-694.0,12.0,76896.0,0.90446198,-550.0,-17.0,0.0,13.0,0.0,14.07692337,183.0,1.158925414,15.0660305,0.0,-2771.577692,-36030.51,20311.01953,13913.74414,180878.6719,12900.15039,-342.0,-6792.0,,,,,,0.1590118907496772,0
446424,1,24822.0,0.030755,-11638,-1385.0,-5483.0,-2352,,2,0.607948899,0.448998809,0.626304269,,,,0.0,-382.0,23.47933197,1.257398009,0.183866665,-11.59993172,1,1,-382.0,-106.25,270000.0,27111.0,0.25,0.0,0.0,0.549715936,-382.0,349.0,349.0,-17.0,0.0,128200.5,128200.5,0.0,13.0,-598.0,48007.0,-49.0,-375.6666565,3309.810059,124318.5,372955.5,3731.89502,1.116822481,29776.5,17.0,-2060.0,-382.0,30.0,0.0,5254.109863,1.027154684,1.116822481,4500.0,43020.0,-1828.0,10.0,,,,-57.65625,0.0,32.0,0.0,24.25,679.0,1.0,28.0,0.0,0.0,0.0,11792.33984,4671.772949,130809.6484,3731.89502,-1521.0,-49091.0,,,,,,0.1125980452721451,0
433551,0,18882.0,0.0228,-12160,-163.0,-5980.0,-4265,,2,0.203865498,0.523126721,,0.986599982,0.143299997,0.153899997,0.0,-2151.0,20.64632988,1.237599969,0.083920002,-18.50329018,0,0,-199.0,836.333313,450000.0,125432.25,0.666666687,0.0,0.0,,-199.0,1088.0,1627.0,-10.0,,258300.0,1033200.0,,,-293.0,2376200.0,1533.0,-1203.0,0.0,136080.0,272160.0,3438.764893,1.416488767,38812.5,13.0,-2473.0,-548.0,46.0,0.0,69760.75781,0.845827281,1.416488767,13500.0,675000.0,-548.0,11.5,,,,-38.29999924,0.0,50.0,0.080924854,4.826589584,835.0,0.994219661,172.0,4500.0,52.02312139,9000.0,87210.0,11648.86621,2015253.875,170.8200073,-12.0,-261932.0,59916.36328,535861.125,0.260416657,0.260416657,1.015679836,0.14769250448338092,0
113660,0,14733.0,0.018634001,-23399,,-3375.0,-5014,29.0,2,,0.771859527,0.788680792,0.978600025,0.1061,0.105300002,0.0,-250.0,20.79047012,1.237599969,0.19258824,-3.269370556,0,1,-2784.0,-957.0,180000.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,-2784.0,,-957.0,-718.0,,180000.0,180000.0,2250.0,1.058879018,35640.0,15.0,-250.0,-226.0,18.0,0.0,10108.88965,0.893804312,1.058879018,9000.0,55516.5,-226.0,9.0,45000.0,1.0,-226.0,-4.5,0.0,14.0,0.0,14.07692337,183.0,1.0,13.0,0.0,0.0,0.0,10108.88965,7013.956055,91181.42969,4361.580078,-32.0,-1783.0,,,,,,0.05501279982661013,0
157334,0,10462.5,0.007305,-8788,-1162.0,-3943.0,-1471,,3,0.2067644,0.277688652,,0.981100023,0.0902,0.079000004,0.0,-769.0,17.20430183,1.0,0.116250001,-10.24123764,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6750.0,1.023320436,135000.0,15.0,-769.0,-207.0,36.0,0.0,20161.93555,0.0,1.023320436,21703.9043,217030.9063,-207.0,12.0,,,,-15.10526276,0.0,19.0,0.162162155,13.0,481.0,0.972972989,36.0,66.73500061,3.527027027,130.5,136612.625,14430.39648,548355.0625,63.76499939,-69.0,-13392.0,34566.67578,135469.125,0.0,0.15384616,0.307692319,0.1688311392275416,0
178419,1,12024.0,0.035792001,-11089,-1010.0,-4816.0,-1410,1.0,2,,0.626108408,0.499272019,,,,0.0,-641.0,20.34131813,1.264000058,0.047714286,-22.72522354,1,1,-129.0,13211.5,90000.0,3044.79,0.5,0.0,0.0,,-129.0,27449.0,27449.0,-8.0,0.0,90000.0,90000.0,83910.42,,-1393.0,,-1026.0,-992.0,,83952.0,83952.0,7033.455078,0.0,45846.0,17.0,-822.0,-88.0,10.0,0.0,22500.0,0.0,0.91907984,0.0,45846.0,-641.0,5.0,,,,-22.0,0.0,11.0,0.0,9.636363983,212.0,0.909090936,20.0,1646.189941,204.5454545,4500.0,76500.0,13302.89355,292663.6563,603.8099976,-8.0,-7161.0,481.3200073,217947.5938,2.333333254,1.571428537,17.45714378,0.25910128340856714,0
188837,1,25258.5,0.031328999,-13336,-1081.0,-995.0,-2458,8.0,2,0.743723273,0.666136146,0.54602319,0.989600003,0.079000004,0.067699999,0.0,-1989.0,17.81578445,1.0,0.130534887,-14.50959778,1,0,-401.0,3578.625,1350000.0,4956.687,0.555555582,0.0,0.0,0.239747703,-401.0,-1508.0,31060.0,-239.0,0.0,337500.0,1687500.0,7236.855,33.59999847,-429.0,783601.3125,366.0,-884.25,0.0,87762.375,351049.5,2876.310059,1.126345038,15417.0,17.0,-2828.0,-48.0,52.0,0.0,24172.65039,0.926612139,1.126345038,9000.0,229500.0,-48.0,7.428571224,,,,-54.3396225,0.0,53.0,5.025640965,9.461538315,369.0,0.974358976,38.0,6091.02002,156.3103846,6096.105,114205.7266,12735.22363,496673.7188,5.085000038,-37.0,-67108.0,,,,,,0.016138459808182938,0
120904,0,64264.5,0.006207,-18341,-686.0,-376.0,-1631,8.0,2,,0.191769779,0.32806316,0.983099997,0.116499998,0.095299996,1.0,-1304.0,9.503886223,1.085800052,0.230338708,-15.2118206,0,0,-345.0,-513.0,900000.0,289833.75,0.666666687,0.0,0.0,0.805555582,-345.0,386.0,386.0,-15.0,0.0,450000.0,900000.0,0.0,12.0,-2141.0,,-1412.0,-1408.0,22689.0,460350.0,460350.0,10006.91992,0.839254737,67500.0,11.0,-1304.0,-688.0,76.0,0.0,19092.96094,0.65234077,0.839254737,0.0,229500.0,-688.0,25.33333397,585000.0,0.0,-688.0,-29.0,0.0,18.0,0.0,17.64705849,300.0,1.603931665,27.26683807,0.0,-12044.11765,-204750.0,186417.1875,32961.48047,560345.1875,8211.240234,-461.0,-14584.0,,,,,,0.44816922625846606,0
427993,1,11020.5,0.035792001,-22235,,-10543.0,-4261,,2,,0.673612118,0.605836272,,,,0.0,-1451.0,26.21233177,1.211207509,0.244900003,-2.023836374,0,1,-76.0,-167.8000031,436500.0,140385.0,0.200000003,0.0,0.0,,-76.0,655.0,655.0,-34.0,,436500.0,436500.0,0.0,,-352.0,140184.6719,259.0,-482.25,0.0,105657.75,422631.0,14689.98047,2.202061176,158647.5,15.0,-1451.0,-169.0,6.0,0.0,14689.98047,2.202061176,2.202061176,90000.0,158647.5,-1451.0,6.0,,,,-45.0,0.0,7.0,0.0,22.33333397,134.0,1.0,6.0,0.0,0.0,0.0,14709.91504,14693.30273,88159.8125,14689.98047,-1288.0,-8192.0,,,,,,0.05595819129252211,0
339583,0,15268.5,0.006671,-19701,-1544.0,-8989.0,-3249,,2,,0.613406479,0.684827685,,,,0.0,-3134.0,8.841732979,1.0,0.080785714,-9.593421936,0,1,-942.0,-907.2000122,1125000.0,0.0,0.0,0.0,0.0,0.242601231,,,,,,,,,,-942.0,562319.0,884.0,-772.2000122,,456212.6875,2281063.5,4500.0,1.0,270000.0,19.0,-2921.0,-343.0,150.0,0.0,19267.42578,0.0,1.0,,427500.0,-343.0,16.0,450000.0,1.0,-1119.0,-46.89109039,0.0,101.0,14.34615421,5.480769157,570.0,0.980769217,102.0,17924.03906,186.0628846,19350.54,27000.0,10177.08789,1058417.125,7.514999866,-52.0,-161857.0,16577.10938,269498.0313,0.117021278,0.115789473,0.294960797,0.02832339104356656,0
316347,1,30528.0,0.025164001,-14442,-3201.0,-867.0,-5098,3.0,2,0.471761942,0.661132813,0.652896523,0.974699974,0.053300001,0.061999999,0.0,-2818.0,30.866745,1.396000028,0.294956535,-7.166597366,0,1,-93.0,-155.0714264,1568205.0,42976.45227,0.214285716,0.0,0.0,,-93.0,118.0,1733.0,-100.0,0.0,532500.0,1597500.0,9669.2625,,-252.0,911536.875,1579.0,-1007.272705,0.0,576383.375,6340217.5,3373.155029,1.026530266,31167.0,12.0,-2818.0,-2818.0,10.0,0.0,3373.155029,1.026530266,1.026530266,3118.5,31167.0,-2818.0,10.0,,,,-88.0,0.0,11.0,0.0,9.600000381,96.0,1.0,10.0,0.0,0.0,0.0,3373.155029,3372.439453,33724.39453,3366.0,-2540.0,-26616.0,,,,,,0.12659772235389669,0
